DMA_CONDITION,DMA_NAME,GP,GR,FP,FR,WebSales,WebOrders,POPN
2,"Erie, PA",0.339985901,0.04145129,0.004413563,0.402511657,0.788034,1.224441811,133260
2,"Florence-Myrtle Beach, SC",0.377324699,0.048083943,0.003,0.42,1.098983669,1.036024973,302040
2,"Grand Junction-Montrose, CO",0.361269226,0.047706548,0.003021555,0.440443057,0.956009214,1.208383558,64160
2,"Kansas City, MO",0.371105572,0.042971377,0.002883886,0.438061294,0.857709633,1.014730563,909420
2,"Knoxville, TN",0.388668416,0.046327426,0.004283572,0.411033731,0.808300149,1.023550452,512160
2,"Philadelphia, PA",0.3821597,0.037865704,0.002255228,0.412546598,0.912054028,1.101469568,2816850
2,"Springfield, MO",0.378252876,0.051878355,0.004014518,0.394887652,0.719477712,1.111859492,395870
2,"St. Joseph, MO",0.428850323,0.08039866,0.005464909,0.414595553,1.053454361,0.983568012,40200
2,"Yakima-Pasco-Richland-Kennewick, WA",0.338299503,0.058510718,0.004494669,0.4108087,0.959165936,0.960009497,223450
3,"Boston, MA-Manchester, NH",0.717440897,0.463982203,0.002042492,0.691740721,0.911021843,1.103686549,2364870
3,"Casper-Riverton, WY",0.672978571,0.433787884,0.002312064,0.700861522,0.678745906,1.099281896,48240
3,"Colorado Springs-Pueblo, CO",0.649487594,0.487826261,0.002193416,0.667454513,0.751225905,0.956894982,319930
3,"Corpus Christi, TX",0.630284041,0.405883965,0.006391455,0.628668446,0.970545346,1.125926541,193070
3,"Dothan, AL",0.634604087,0.429310251,0.003727449,0.666996586,0.976288429,1.158424548,90420
3,"Huntsville-Decatur (Florence), AL",0.736534112,0.445264142,0.003845955,0.682462703,1.02154592,1.177925763,372770
3,"Lansing, MI",0.72127002,0.547278245,0.003279245,0.671466669,0.796177119,1.046516365,241940
3,"Louisville, KY",0.737023645,0.478869884,0.003832721,0.692431252,1.03067328,1.131859805,647190
3,"Rochester, MN-Mason City, IA-Austin, MN",0.640296584,0.586004597,0.002302956,0.051798468,1.085870235,0.983568012,352070
3,"St. Louis, MO",0.691313375,0.524171932,0.003048698,0.713423877,1.141309242,1.207602949,1164400
4,"Alexandria, LA",0.113262851,1.050042328,0.382892319,0.809532561,0.390743399,0.625906917,79250
4,"Atlanta, GA",0.084809511,1.138767655,0.481012991,0.930483736,1.007789841,1.098919319,2341390
4,"Austin, TX",0.05331059,1.042902956,0.564100076,0.969384841,1.100570178,1.216879495,751650
4,"Bend, OR",0.055240055,0.964414316,0.469809883,0.874517518,0.690831212,0.983568012,65900
4,"Champaign & Springfield-Decatur,IL",0.092502875,1.029009041,0.439028807,0.926931281,0.994361818,1.512545767,344500
4,"Chico-Redding, CA",0.071210668,0.771296926,0.435725871,0.781057919,0.753146573,0.788550217,171220
4,"Grand Rapids-Kalamazoo-Battle Creek, MI",0.085582855,1.091718282,0.42698328,0.905755468,0.869458663,0.988856013,639410
4,"Honolulu, HI",0.070992927,1.02932181,1.693267011,2.433750508,0.932513478,0.983568012,425800
4,"Macon, GA",0.102309503,1.23232327,0.401049757,0.846047794,0.903397496,1.095620065,224180
4,"Wichita Falls, TX & Lawton, OK",0.097094604,0.988571986,0.396734326,0.844246394,0.805977421,1.108465538,139590
5,"Bowling Green, KY,Kentucky",0.398119845,0.38351849,0.392093299,0.871394038,0.88369361,0.774932373,74500
5,"Columbus, GA",0.34796333,0.429848103,0.39484698,0.901780864,0.520050699,0.608875436,198740
5,"Greenwood-Greenville, MS",0.406527993,0.394600012,0.353759133,0.893469508,3.591830563,1.639280021,55640
5,"Harrisburg-Lancaster-Lebanon-York, PA",0.370064619,0.48757248,0.470692398,0.918133823,1.084754945,1.300422137,705190
5,"Hartford & New Haven, CT",0.358834247,0.454713228,0.484232833,0.958725589,0.879225949,1.03165356,897870
5,"Montgomery (Selma), AL",0.358936572,0.493470628,0.377916213,0.900286533,0.837240864,0.956620944,229330
5,"Omaha, NE",0.372301325,0.420177797,0.457441678,0.874192983,0.9444174,1.151273157,405260
5,"Panama City, FL",0.402356363,0.401658006,0.380177012,0.842137074,0.93873175,1.11816153,135550
5,"South Bend-Elkhart, IN",0.372483565,0.533175681,0.442178744,0.841221529,1.132604583,1.175172171,274380
5,"Utica, NY",0.357935774,0.405430622,0.458473289,0.880949252,0.964842064,1.032746413,91520
5,"Washington, DC (Hagerstown, MD)",0.366119938,0.52542166,0.51200155,0.97664403,0.910817279,1.075851936,2482480
6,"Bangor, ME",0.682272566,1.016550124,0.395787531,0.675253662,0.813184699,0.93355608,124190
6,"Ft. Myers-Naples, FL",0.708356172,1.124831558,0.46389408,0.791114604,1.187813533,1.251813834,554430
6,"Ft. Wayne, IN",0.707318603,1.042526963,0.451467627,0.71271621,1.113469593,1.265620604,265420
6,"Ottumwa, IA-Kirksville, MO",0.486694554,1.093623236,0.422624043,0.667258571,0.572556857,0.885211211,40840
6,"Quincy, IL-Hannibal, MO-Keokuk, IA",0.715667424,1.058947994,0.3973053,0.788943197,0.579975794,0.856656011,88510
6,"Raleigh-Durham (Fayetteville), NC",0.672289698,1.102451224,0.470163257,0.767220343,1.059069403,1.197239684,1108710
6,"Spokane, WA",0.653573021,1.043292098,0.42374498,0.703824688,0.983065168,1.077406657,382690
6,"Syracuse, NY",0.631581298,1.024027625,0.456168764,0.780369017,0.946986123,1.267836224,350730
6,"Tampa-St Petersburg (Sarasota), FL",0.725429771,1.11824614,0.465221989,0.76542822,1.114375373,1.223406402,1875420
6,"Wilmington, NC",0.645911414,0.936508933,0.418569624,0.750430667,1.368088384,1.072983286,190390
7,"Augusta, GA",0.103734343,0.739843604,0.94441734,0.43592572,0.750546256,0.760029828,264350
7,"Columbus-Tupelo-West Point, MS",0.118916587,0.989475531,0.840958967,0.433243772,1.746946295,1.43752248,168210
7,"Lima, OH",0.127204635,0.693632049,1.009937683,0.482388885,0.85708255,1.142208015,59440
7,"Portland, OR",0.065616892,0.821591803,1.003717728,0.475424773,0.855726427,0.957853816,1141770
7,"Rapid City, SD",0.075652883,0.991443886,0.939712666,0.503639811,0.704438768,1.117690923,90940
7,"Richmond-Petersburg, VA",0.088471325,0.84885932,0.975481027,0.487696698,0.893713375,1.021530287,551850
7,"Shreveport, LA",0.119633119,0.864561366,0.876134598,0.449023547,0.723864458,1.137853191,322610
7,"Sioux City, IA",0.113011945,0.820761017,0.912366547,0.502012263,1.760804887,1.727889752,135660
7,"Toledo, OH",0.119237737,0.805182741,0.962129783,0.495434749,1.015233255,1.189800015,401510
8,"Charleston, SC",0.367832418,0.787969036,0.958953575,0.058145645,1.029235371,1.061218119,302330
8,"Cincinnati, OH",0.396244783,0.903314384,1.007594605,0.058620166,0.949162255,1.07391664,850030
8,"Elmira, NY",0.404091237,0.833465727,0.947020939,0.046230364,1.06248248,1.274995572,83190
8,"Great Falls, MT",0.357900451,0.803318131,0.907970509,0.057068769,0.714756276,1.278638416,56270
8,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",0.377874957,0.832272748,0.900660187,0.061196514,0.93424916,1.129047526,524390
8,"New York, NY",0.349777082,0.845448303,1.214239562,0.065081418,0.991640413,1.150355496,7100300
8,"Palm Springs, CA",0.367251455,0.659294158,1.130150595,0.049661558,0.667487442,1.065532014,147170
8,"Tallahassee, FL-Thomasville, GA",0.371679908,0.89105957,0.870781103,0.058412771,1.440797056,1.352406017,237940
8,"Tucson (Sierra Vista), AZ",0.388841868,0.838902343,0.976719339,0.062589996,0.977888894,1.116714774,392920
8,"Youngstown, OH",0.408044917,0.84655379,0.962313274,0.046432916,0.875251841,1.273461742,213380
9,"Amarillo, TX",0.654742908,0.542662955,1.003065712,0.780767891,1.294494262,1.333281084,175880
9,"Butte-Bozeman, MT",0.620567709,0.438446299,0.952693398,0.7107452,0.789546697,0.801986226,67190
9,"Cleveland-Akron (Canton), OH",0.72109738,0.498564138,1.000590035,0.843189807,1.017173988,1.241754616,1399470
9,"Des Moines-Ames, IA",0.558973116,0.473843419,0.96024474,0.783241609,1.174483187,1.337652497,383590
9,"Glendive, MT",0.915231756,1.736411812,0.906753667,0.589999714,1.089636194,0.983568012,3590
9,"Miami-Ft. Lauderdale, FL",0.695718367,0.461957797,1.053923062,0.800171657,1.068596278,1.208567231,1697840
9,"Missoula, MT",0.675463379,0.392831964,0.86784966,0.769376164,0.752263358,0.815641766,109440
9,"Nashville, TN",0.618339254,0.429606724,0.998087364,0.791813659,0.98783417,1.100022465,1021780
9,"Providence, RI-New Bedford, MA",0.675810444,0.450385979,1.026916788,0.751644137,1.164871462,1.408290563,580120
9,"Springfield-Holyoke, MA",0.626719844,0.403441104,1.011555819,0.840961211,0.902237774,1.019662251,251660
9,"Terre Haute, IN",0.69243148,0.553362264,0.891161648,0.779194303,0.89486869,1.511336214,120350
9,"Waco-Temple-Bryan, TX",0.644457527,0.404644816,0.948786666,0.732759229,0.962426359,1.193543206,322820
OUTLIER,"Harlingen-Weslaco-Brownsville-McAllen, TX",0.100031707,0.028138192,0.949280908,0.78885041,0.802010931,0.861889495,375600
OUTLIER,"Juneau, AK",0.04871546,0.010837392,5.300930202,2.002445975,0.469509426,0.491784006,22940
OUTLIER,"Presque Isle, ME",0.092478483,0.072269466,0.853857373,0.854132447,0.826963529,0.983568012,24740
OUTLIER,"Reno, NV",0.070657999,0.05444285,1.061533637,0.789180001,0.726327588,0.906926349,246190
OUTLIER,"Rochester, NY",0.098828239,0.023751459,1.046982499,0.789574441,1.054137086,1.285344562,128700
OUTLIER,"Salt Lake City, UT",0.053199679,0.054112859,1.214830937,0.954930182,1.061133491,1.267612986,935810
OUTLIER,"San Angelo, TX",0.089651637,0.028555506,0.982043307,0.696382803,0.561010466,0.632293722,52790
OUTLIER,"San Diego, CA",0.060442839,0.028855737,1.083949741,0.837350259,0.996839226,1.183043584,987760
OUTLIER,"San Francisco-Oakland-San Jose, CA",0.063514234,0.032969444,1.343773372,0.849989299,0.996790619,1.114619721,2414470
OUTLIER,"Santa Barbara-Santa Maria-San Luis Obispo, CA",0.061384468,0.075875602,0.002568091,0.074896706,1.024578332,1.11738679,213510
OUTLIER,"Victoria, TX",0.120359233,0.023295011,0.964879045,0.79332881,0.729555432,0.983568012,30540
OUTLIER,"Zanesville, OH",0.143963202,0.104811019,0.892939817,1.010918726,1.215095618,1.868779224,29180
